SQUID5628;nulo;nulo;Top Grill Redondo BPE01 220v -Britânia;"Grelhar alimentos ficará fácil com o Top Grill 2 Britânia! É a
praticidade que você precisa para fazer alimentos mais saudáveis! 

Com sua chapa ondulada de revestimento antiaderente ela evita que o
alimento grude, facilita a limpeza e contribui para o escoamento da
gordura;

Conta com abertura para o escoamento da gordura e bandeja coletora da
gordura;

Tem seletor de temperatura removível, permitindo o ajuste adequado
para cada tipo de alimento e possibilitando que o aparelho possa ser
levado à mesa;

Com tampa em vidro temperado resistente e base desmontável,
facilitando na limpeza.
";top-grill-redondo-bpe01-220v-britania;Utensilios Domésticos;Britânia;"• Grelhar alimentos ficará fácil com o Top Grill 2 Britânia! É a
praticidade que você precisa para fazer alimentos mais saudáveis!
• Com sua chapa ondulada de revestimento antiaderente ela evita que
o alimento grude, facilita a limpeza e contribui para o escoamento da
gordura; • Conta com abertura para o escoamento da gordura e bandeja
coletora da gordura; • Tem seletor de temperatura removível,
permitindo o ajuste adequado para cada tipo de alimento e
possibilitando que o aparelho possa ser levado à mesa; • Com tampa
em vidro temperado resistente e base desmontável, facilitando na
limpeza.";"Grelhar alimentos ficará fácil com o Top Grill 2 Britânia! É a
praticidade que você precisa para fazer alimentos mais saudáveis! 

Com sua chapa ondulada de revestimento antiaderente ela evita que o
alimento grude, facilita a limpeza e contribui para o escoamento da
gordura;

Conta com abertura para o escoamento da gordura e bandeja coletora da
gordura;

Tem seletor de temperatura removível, permitindo o ajuste adequado
para cada tipo de alimento e possibilitando que o aparelho possa ser
levado à mesa;

Com tampa em vidro temperado resistente e base desmontável,
facilitando na limpeza.

Voltagem: 220
";"	* 01 Top Grill Redondo BPE01 220v -Britânia

";3910;13;46;48;3;159.22;209.90;4;Sim;PC;https://d27evgefuqvq7p.cloudfront.net/uploads/original/top-grill-redondo-bpe01-220v-britania1.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/top-grill-redondo-bpe01-220v-britania2.png;nulo;nulo;nulo;nulo;nulo;nulo;nulo;nulo;nulo;nulo;7,89E+12;85166000;1 - Estrangeira - Importação direta, exceto a indicada no código 6;nulo;26.22;0;0;4;nulo;nulo
SQUID5627;;;Top Grill Redondo BPE01 127v - Britânia;"Grelhar alimentos ficará fácil com o Top Grill 2 Britânia! É a
praticidade que você precisa para fazer alimentos mais saudáveis!

Com sua chapa ondulada de revestimento antiaderente ela evita que o
alimento grude, facilita a limpeza e contribui para o escoamento da
gordura;

Conta com abertura para o escoamento da gordura e bandeja coletora da
gordura;

Tem seletor de temperatura removível, permitindo o ajuste adequado
para cada tipo de alimento e possibilitando que o aparelho possa ser
levado à mesa; 

Com tampa em vidro temperado resistente e base desmontável,
facilitando na limpeza.
";top-grill-redondo-bpe01-127v-britania;Utensilios Domésticos;Britânia;"• Grelhar alimentos ficará fácil com o Top Grill 2 Britânia! É a
praticidade que você precisa para fazer alimentos mais saudáveis!
• Com sua chapa ondulada de revestimento antiaderente ela evita que
o alimento grude, facilita a limpeza e contribui para o escoamento da
gordura; • Conta com abertura para o escoamento da gordura e bandeja
coletora da gordura; • Tem seletor de temperatura removível,
permitindo o ajuste adequado para cada tipo de alimento e
possibilitando que o aparelho possa ser levado à mesa; • Com tampa
em vidro temperado resistente e base desmontável, facilitando na
limpeza.
";"	* Grelhar alimentos ficará fácil com o Top Grill 2 Britânia! É a
praticidade que você precisa para fazer alimentos mais saudáveis!
	* Com sua chapa ondulada de revestimento antiaderente ela evita que o
alimento grude, facilita a limpeza e contribui para o escoamento da
gordura;
	* Conta com abertura para o escoamento da gordura e bandeja coletora
da gordura;
	* Tem seletor de temperatura removível, permitindo o ajuste adequado
para cada tipo de alimento e possibilitando que o aparelho possa ser
levado à mesa; 
	* Com tampa em vidro temperado resistente e base desmontável,
facilitando na limpeza.
	* Voltagem: 127

";1 Grill redondo;3910;13;46;48;3;159.22;209.90;4;Sim;PC;https://d27evgefuqvq7p.cloudfront.net/uploads/original/top-grill-redondo-bpe01-127v-britania1.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/top-grill-redondo-bpe01-127v-britania2.png;;;;;;;;;;;7,89E+12;85166000;1 - Estrangeira - Importação direta, exceto a indicada no código 6;;26.22;0;0;4;;
SQUID5626;;;"Celular Vita Dual Chip Tela 1,8"" USB e Bluetooth Preto Multilaser - P9048";"Celular Vita Dual Chip Tela 1,8"" USB e Bluetooth Preto Multilaser -
P9048";celular-vita-dual-chip-tela-18-usb-e-bluetooth-preto-multilaser-p9048;2 Chips;Multilaser;"Celular Vita Dual Chip Tela 1,8"" USB e Bluetooth Preto Multilaser -
P9048";"	* ALIMENTAÇÃO: BIVOLT(110/220V)
	* BANDAS DE FREQUÊNCIA GSM: QUAD-BAND
	* TAMANHO DA TELA (POLEGADA): 1.8
	* COR PRINCIPAL: PRETO
	* NÚMERO DE SIM CARD: 2
	* LANTERNA PARA EMERGÊNCIAS; 
	* TECLAS GRANDES E FÁCEIS DE APERTAR; 
	* FALA OS NÚMEROS AO DIGITAR.
	* DESIGN SLIM - LEVE E COMPACTO TRAZ UMA MAIOR PRATICIDADE PARA QUE
NÃO GERE DANOS NO ESFORÇO REPETITIVO DO USO!

";"	* 1 CELULAR VITA, 
	* 1 CARREGADOR, 
	* 1 MANUAL DE INSTRUÇÕES,
	* 1 BATERIA.

";225;7;8;14;90;80.72;129.00;5000;Não;UN;https://d27evgefuqvq7p.cloudfront.net/uploads/original/celular-vita-dual-chip-tela-18-usb-e-bluetooth-preto-multilaser-p90482.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/celular-vita-dual-chip-tela-18-usb-e-bluetooth-preto-multilaser-p90483.png;;;;;;;;;;;7,90E+12;85171231;"4 - Nacional, cuja produção tenha sido feita em conformidade com os processos produtivos básicos de que
            tratam as legislações citadas nos Ajustes";;0;0;3;12;;
SQUID5625;;;"Smartphone MS55M 3G Tela 5.5"" Android 7 Dual Chip Memória 16GB Bluetooth Branco Multilaser - P9047";"O MS55M é o lançamento da Multilaser, mais moderno da linha de 5.5
polegadas, com bateria monstra de 4.500 mAh, capaz de aguentar o dia
inteiro longe do carregador.
Com ele, recarregando a bateria em 100%, você terá tempo suficiente
para até 18 horas de navegação nas redes sociais, 15 horas
assistindo vídeos e até 14 horas de GPS. (tempo médio estimado, em
uso contínuo)
Agora, a gente tá curioso pra saber qual a desculpinha que você vai
dar, já que ""Fiquei sem bateria!"" não vai colar mais!";smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-branco-multilaser-p9047;2 Chips;Multilaser;"Smartphone MS55M 3G Tela 5.5"" Android 7 Dual Chip Memória 16GB
Bluetooth Branco Multilaser - P9047";"	* TIPO DE BATERIA: Monster Battery
	* WI-FI: Sim
	* ENTRADA DE DADOS: SIM USB.
	* SMS/MMS: SIM
	* VERSÃO DO SISTEMA OPERACIONAL: 7.0
	* ALIMENTAÇÃO: BIVOLT(110/220V)
	* WI-FI: SIM
	* CAPACIDADE DE ARMAZENAMENTO (MEMORIA INTERNA): 16GB
	* BATERIA: 4500 MAH
	* CAPACIDADE MEMÓRIA EXPANSÍVEL: 128 GB
	* BLUETOOTH: Sim
	* CÂMERA SELFIE: 8 MP
	* CONEXÕES: wi-fi, 3G, Bluetooth e GPS
	* PROCESSADOR: Quad Core
	* QUANTIDADE DE CHIP: 2
	* RAM: 1 GB
	* TAMANHO DA TELA (POLEGADA): 5.5
	* TIPO DE TELA: TFT LCD 5.5 POL
	* CÂMERA PRINCIPAL MP: 8 MP
	* CÂMERA SECUNDÁRIA MP: 8 MP

";"	* 1 Smartphone MS55M 3G; 
	* 3 Capinhas coloridas; 
	* 1 Capa de proteção TPU; 
	* 1 Película de proteção; 
	* 1 Carregador;
	* 1 Bateria; 
	* 1 Cabo USB;
	* 1 Fone de ouvido; 
	* 1 Guia rápido.

";300;6;10;17;90;398.97;599.00;2498;Não;UN;https://d27evgefuqvq7p.cloudfront.net/uploads/original/smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-branco-multilaser-p90471.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-branco-multilaser-p90472.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-branco-multilaser-p90473.png;;;;;;;;;;7,90E+12;85171231;"4 - Nacional, cuja produção tenha sido feita em conformidade com os processos produtivos básicos de que
            tratam as legislações citadas nos Ajustes";;0;0;3;12;;
SQUID5624;;;"Smartphone MS55M 3G Tela 5.5"" Android 7 Dual Chip Memória 16GB Bluetooth Preto Multilaser - P9046";"O MS55M é o lançamento da Multilaser, mais moderno da linha de 5.5
polegadas, com bateria monstra de 4.500 mAh, capaz de aguentar o dia
inteiro longe do carregador.
Com ele, recarregando a bateria em 100%, você terá tempo suficiente
para até 18 horas de navegação nas redes sociais, 15 horas
assistindo vídeos e até 14 horas de GPS. (tempo médio estimado, em
uso contínuo)
Agora, a gente tá curioso pra saber qual a desculpinha que você vai
dar, já que ""Fiquei sem bateria!"" não vai colar mais!";smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-preto-multilaser-p9046;2 Chips;Multilaser;"Smartphone MS55M 3G Tela 5.5"" Android 7 Dual Chip Memória 16GB
Bluetooth Preto Multilaser - P9046";"	* TIPO DE BATERIA: Polímero Lithium-Ion (Monster Battery)
	* WI-FI: Sim
	* ENTRADA DE DADOS: SIM USB.
	* SMS/MMS: SIM
	* VERSÃO DO SISTEMA OPERACIONAL: 7.0
	* ALIMENTAÇÃO: BIVOLT(110/220V)
	* WI-FI: SIM
	* CAPACIDADE DE ARMAZENAMENTO (MEMORIA INTERNA): 16GB
	* BATERIA: 4500 MAH
	* CAPACIDADE MEMÓRIA EXPANSÍVEL: 128 GB
	* BLUETOOTH: Sim
	* CÂMERA SELFIE: 8 MP
	* PROCESSADOR: Quad Core
	* QUANTIDADE DE CHIP: 2
	* RAM: 1 GB

";"	* 1 Smartphone MS55M 3G; 
	* 3 Capinhas coloridas;
	* 1 Capa de proteção TPU; 
	* 1 Película de proteção; 
	* 1 Carregador;
	* 1 Bateria; 
	* 1 Cabo USB; 
	* 1 Fone de ouvido; 
	* 1 Guia rápido.

";300;6;10;17;90;398.97;599.00;2079;Não;UN;https://d27evgefuqvq7p.cloudfront.net/uploads/original/smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-preto-multilaser-p90461.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-preto-multilaser-p90462.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/smartphone-ms55m-3g-tela-55-android-7-dual-chip-memoria-16gb-bluetooth-preto-multilaser-p90463.png;;;;;;;;;;7,90E+12;85171231;"4 - Nacional, cuja produção tenha sido feita em conformidade com os processos produtivos básicos de que
            tratam as legislações citadas nos Ajustes";;0;0;3;12;;
SQUID5623;;;Mouse Box Optico com Fio Preto Usb Multilaser - MO255;"Só o básico! É o mouse ideal para o seu dia a dia, a instalação
é automática, os movimentos são precisos e suaves e o design é
anatômico.

SENSIBILIDADE E CONFORTO 

	* Navegue com um cursor que possui controle sensível com
rastreamento óptico em alta de?nição.

PLUG&PLAY 

	* Conexão automática.

RESOLUÇÃO 

	* Velocidade de 1200dpi.

";mouse-box-optico-com-fio-preto-usb-multilaser-mo255;Mouses;Multilaser;Mouse Box Optico com Fio Preto Usb Multilaser - MO255;"	* COMPATIBILIDADE: MAC OS 9.0 e Superior/ WIN98 E Superior
	* RESOLUÇÃO: VELOCIDADE DE 1200DPI
	* PLUG & PLAY: SIM

";"	* 01 Mouse Box Optico com Fio Preto Usb Multilaser - MO255

";60;14;8;3;90;6.90;11.90;5000;Não;UN;https://d27evgefuqvq7p.cloudfront.net/uploads/original/mouse-box-optico-com-fio-preto-usb-multilaser-mo2551.png;;;;;;;;;;;;7,90E+12;84716053;2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7;;46.18;14.06;15;4;;
SQUID5539;;;Churrasqueira Gourmet 220v Britânia - CBG2;"Nada mais brasileiro do que um churrasquinho com toda a família e
para te ajudar nisso: Churrasqueira Gourmet CGB2 N2 Britânia!;
Projetada para ser usada em ambientes internos se torna muito mais
fácil e prática de usar; Com grelha em aço inox com 45 cm de
comprimento e 2 opções de altura, que permite você ajustar conforme
a sua necessidade. Ideal para preparar diversos tipos de alimentos;
Para que você possa grelhar a sua carne no ponto ideal, conta com
seletor de temperatura; E seu reservatório de água com capacidade
para 1,2L de água vai te ajudar a manter os alimentos no ponto;
Acompanha coletor de gordura que vai garantir mais limpeza e
organização no preparo dos alimentos; Para sua segurança, tem pés
antiderrapantes; E se está preocupado com a limpeza, as suas partes
são removíveis, o que deixará o processo bem mais fácil; Carnes
deliciosas feitas com muito mais praticidade com a Churrasqueira
Gourmet CGB2 N2 Britânia!";churrasqueira-gourmet-220v-britania-cbg2;Churrasqueiras Elétricas;Britânia;"Nada mais brasileiro do que um churrasquinho com toda a família e
para te ajudar nisso: Churrasqueira Gourmet CGB2 N2 Britânia!;
Projetada para ser usada em ambientes internos se torna muito mais
fácil e prática de usar; Com grelha em aço inox com 45 cm de
comprimento e 2 opções de altura, que permite você ajustar conforme
a sua necessidade. Ideal para preparar diversos tipos de alimentos;
Para que você possa grelhar a sua carne no ponto ideal, conta com
seletor de temperatura; E seu reservatório de água com capacidade
para 1,2L de água vai te ajudar a manter os alimentos no ponto;
Acompanha coletor de gordura que vai garantir mais limpeza e
organização no preparo dos alimentos; Para sua segurança, tem pés
antiderrapantes; E se está preocupado com a limpeza, as suas partes
são removíveis, o que deixará o processo bem mais fácil; Carnes
deliciosas feitas com muito mais praticidade com a Churrasqueira
Gourmet CGB2 N2 Britânia!";"CARACTERÍSTICAS DO PRODUTO

Modelo: Gourmet CGB2
Tipo: Elétrica
Opções de Gás: Não se aplica
A Bafo: Não
Portátil: Sim
Formato: Bancada
Recursos Básicos: Controle de Temperatura
Desmontável
Regulagem de Altura da Grelha
Recursos para a Segurança: Pés Antiderrapantes
Material da Churrasqueira: Metal
220volts";01 Churrasqueira;2200;33;51;8;90;81.66;199.90;8;Sim;PC;https://d27evgefuqvq7p.cloudfront.net/uploads/original/churrasqueira-gourmet-cbg21.png;;;;;;;;;;;;7,89E+12;85166000;1 - Estrangeira - Importação direta, exceto a indicada no código 6;;0;26.22;0;4;;
SQUID5538;;;Secador de Cabelos Beauty Style Philco;"O secador Beauty Style Philco libera íons para um maior cuidado com
seus cabelos. São cargas negativas que neutralizam a eletricidade
estática e que auxiliam no fechamento da cutícula dos fios.
O modelo oferece 1900W de potência em 2 velocidades e 3 temperaturas,
incluindo o jato de ar frio, para realizar vários tipos de penteados
modelados. Além disso, o bocal concentrador direciona o fluxo do ar e
facilita na hora da secagem.
Prático de manusear, o Beauty Style tem seu corpo e cabo
emborrachados. O secador tem cordão retrátil com 3 metros de
comprimento recolhido automaticamente, sendo mais fácil na hora de
guardar. O anel para pendurar localizado próximo ao cabo permite que
você coloque o aparelho onde desejar e próximo ao local de uso.
Na hora da limpeza, o filtro traseiro pode ser aberto para eliminar
possíveis resíduos e excessos presentes no local.
127v";secador-de-cabelos-beauty-style-philco;Secadores;Philco;"O secador Beauty Style Philco libera íons para um maior cuidado com
seus cabelos. São cargas negativas que neutralizam a eletricidade
estática e que auxiliam no fechamento da cutícula dos fios.
O modelo oferece 1900W de potência em 2 velocidades e 3 temperaturas,
incluindo o jato de ar frio, para realizar vários tipos de penteados
modelados. Além disso, o bocal concentrador direciona o fluxo do ar e
facilita na hora da secagem.
Prático de manusear, o Beauty Style tem seu corpo e cabo
emborrachados. O secador tem cordão retrátil com 3 metros de
comprimento recolhido automaticamente, sendo mais fácil na hora de
guardar. O anel para pendurar localizado próximo ao cabo permite que
você coloque o aparelho onde desejar e próximo ao local de uso.
Na hora da limpeza, o filtro traseiro pode ser aberto para eliminar
possíveis resíduos e excessos presentes no local.";"Potencia 1900w,
2 Velocidades 
3 Temperatura,
Libera ions
Voltagem: 127v";01 Secador Preto 1900w Philco - Beauty Style;840;32;62;33;90;69.09;109.90;2;Sim;PC;https://d27evgefuqvq7p.cloudfront.net/uploads/original/secador-de-cabelos-beauty-style1.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/secador-de-cabelos-beauty-style2.png;https://d27evgefuqvq7p.cloudfront.net/uploads/original/secador-de-cabelos-beauty-style3.png;;;;;;;;;;7,89E+12;85163100;1 - Estrangeira - Importação direta, exceto a indicada no código 6;;0;26.63;0;4;;
SQUID5537;;;Cafeteira CP38 220v Thermo Inox Britânia;"A Cafeteira Elétrica CP38 Thermo Inox Britânia é ideal para aqueles
que adoram tomar café em todos os momentos do dia! 
Sua jarra é térmica em aço inox e inquebrável; 
Oferece sistema corta-pingo que permite a retirada da jarra enquanto o
café está sendo preparado; 
Seu reservatório interno de água é graduado e facilita o controle
do nível de água;
O porta-filtro é removível e lavável! 
E acompanha colher dosadora para ajudar na medida exata do café; 
O café de todos os dias está melhor, preparado com muito carinho por
você e com o auxílio da incrível Cafeteira Elétrica CP38 Thermo
Inox Britânia!";cafeteira-cp38-220v-thermo-inox-britania;Cafeteira;Britânia;"A Cafeteira Elétrica CP38 Thermo Inox Britânia é ideal para aqueles
que adoram tomar café em todos os momentos do dia! 
Sua jarra é térmica em aço inox e inquebrável; 
Oferece sistema corta-pingo que permite a retirada da jarra enquanto o
café está sendo preparado; 
Seu reservatório interno de água é graduado e facilita o controle
do nível de água;
O porta-filtro é removível e lavável! 
E acompanha colher dosadora para ajudar na medida exata do café; 
O café de todos os dias está melhor, preparado com muito carinho por
você e com o auxílio da incrível Cafeteira Elétrica CP38 Thermo
Inox Britânia!";"Capacidade de xícaras/água (em litros): 38 xícaras
Capacidade de grãos, café moído e/ou borra de café: Café moído e
capacidade de borra de café: Depende da quantidade de xícaras
Material/Composição: Plástico com acabamento inox
Opções de temperatura: Não se aplica ao produto
Bandeja coletora de resíduos removível: Não
Torneiras: Não
Modo de filtragem: Porta filtro permanente
Cor: Preta com jarra inox
Alimentação: Energia elétrica
Potência (w): 700w
Consumo (Kw/h): 0,8kw/h
Voltagem: 220v";01 Cafeteira Elétrica Thermo Inox 220v Britânia - CP38;1810;33;29;20;90;125.46;209.90;6;Sim;PC;https://d27evgefuqvq7p.cloudfront.net/uploads/original/cafeteira-cp38-thermo-inox1.png;;;;;;;;;;;;7,89E+12;85167100;1 - Estrangeira - Importação direta, exceto a indicada no código 6;;0;26.63;0;4;;
SQUID5536;;;Cadeira para Auto Elite 9-36 Kg Vermelho Baby Multikids - BB519;Cadeira para Auto Elite 9-36 Kg Vermelho Baby Multikids - BB519;cadeira-para-auto-elite-9-36-kg-vermelho-baby-multikids-bb519;Acessorios Automotivos;Multikids;Cadeira para Auto Elite 9-36 Kg Vermelho Baby Multikids - BB519;"ENCOSTO AJUSTÁVEL 

	* Com 8 posições que acompanham o crescimento da criança.

CINTO DE 5 PONTOS

	* 3 posições de altura mantém o bebê confortável e seguro.

ESTOFADO REMOVÍVEL 

	* Feito de tecidos de alta qualidade para uma higiene regula.

PORTA-COPOS

	* Para maior comodidade durante a viagem.

";"	* 01 Cadeira para Auto Elite 9-36 Kg Vermelho Baby Multikids - BB519

";6250;67;46;32;90;222.73;449.90;854;Não;UN;https://d27evgefuqvq7p.cloudfront.net/uploads/original/cadeira-para-auto-elite-9-36-kg-vermelho-baby-multikids-bb5191.png;;;;;;;;;;;;7,90E+12;94018000;5 - Nacional, mercadoria ou bem com Conteúdo de Importação inferior ou igual a 40%;;0;0;5;12;;
